"gmPerSeed","gmPerCm","maxHt","leafN","leafP","SLA","broaddeciduous","broadevergreen","needleevergreen"
"20653759010478_ereg_221",0.868,0.929,0.684,0.627,0.717,0.588,0.508,0,0.508
"20653781010478_ereg_221",0.88,1.423,0.68,0.406,0.182,0.334,0,0,0
"20653883010478_ereg_231",1.063,0.701,0.614,0.467,0.158,0.672,0.215,0,0.215
"20653896010478_ereg_221",1.024,0.955,0.622,0.742,0.354,0.797,0.358,0,0.358
"20653901010478_ereg_221",0.673,1.257,0.796,0.327,1,0.647,0,0,0
"20653937010478_ereg_221",0.414,0.266,0.438,0.265,0.16,0.449,0,0,0
"20653942010478_ereg_221",0.611,0.54,0.452,0.329,0.867,1.064,0,0,0
"20654006010478_ereg_231",0.608,0.653,0.423,0.226,0.401,0.435,0.272,0,0.272
"20654011010478_ereg_231",0.967,0.88,1.022,1.045,1.536,0.415,0.432,0,0.432
"20654050010478_ereg_231",0.453,1.035,1.192,0.489,1.405,1.595,0,0,0
"20654075010478_ereg_231",0.853,1.072,0.636,0.446,0.693,0.206,0,0,0
"20654080010478_ereg_231",1.104,0.889,0.776,0.415,0.551,0.642,0,0,0
"20654103010478_ereg_231",0.636,1.146,0.829,0.486,0.513,0.301,0,0,0
"20654108010478_ereg_221",0.777,0.71,0.318,0.312,0.587,0.286,0,0,0
"20654118010478_ereg_221",0.369,0.412,0.185,0.723,0.455,0.591,0.127,0,0.127
"20654145010478_ereg_221",0.77,0.932,0.684,0.428,0.882,0.747,0.443,0,0.443
"20654156010478_ereg_221",0.938,1.067,0.693,0.708,0.407,0.704,0.347,0,0.347
"20654161010478_ereg_221",0.595,0.931,0.714,0.552,0.402,0.758,0.364,0,0.364
"20654192010478_ereg_223",0.721,0.844,0.368,0.175,0.61,0.155,0,0,0
"20654229010478_ereg_223",0.787,1.216,0.56,0.39,0.815,0.713,0,0,0
"20654246010478_ereg_223",0.811,1.405,0.696,0.452,0.48,0.526,0.122,0,0.122
"20654263010478_ereg_223",0.178,0.371,0.128,0.548,0.463,0.23,0,0,0
"20654268010478_ereg_223",0.932,1.044,0.638,0.446,0.336,0.43,0,0,0
"20654274010478_ereg_223",0.083,0.089,0.271,0.668,0.148,0.493,0,0,0
"20654286010478_ereg_223",1.037,1.231,0.71,0.51,1.055,0.434,0,0,0
"20654305010478_ereg_223",1.453,0.726,0.961,0.633,0.504,0.825,0,0,0
"20654310010478_ereg_223",0.932,0.604,0.586,0.407,0.903,0.515,0,0,0
"20654357010478_ereg_223",0.309,0.427,0.592,0.31,0.307,0.837,0.488,0,0.488
"20654387010478_ereg_223",0.626,0.659,0.762,0.547,0.855,0.872,0.499,0,0.499
"20654482010478_ereg_221",1.274,0.481,0.805,0.247,0.145,0.544,0,0,0
"20654557010478_ereg_231",0.663,0.561,0.428,0.445,0.328,0.523,0.425,0,0.425
"20654612010478_ereg_223",0.4,0.829,0.7,0.353,0.344,0.244,0,0,0
"20654617010478_ereg_223",0.271,0.424,0.111,0.432,0.352,0.373,0,0,0
"20654697010478_ereg_221",0.752,0.536,0.461,0.648,0.549,0.438,0,0,0
"20654755010478_ereg_221",0.441,0.491,0.856,1.034,0.219,0.838,0.497,0,0.497
"20654816010478_ereg_223",0.559,0.735,0.657,0.45,0.526,0.72,0.434,0,0.434
"20654821010478_ereg_223",0.736,0.901,0.719,0.509,0.601,1.294,0.449,0,0.449
"20654913010478_ereg_M221",0.601,0.555,0.363,0.4,0.301,0.509,0,0,0
"20654924010478_ereg_M221",0.487,0.553,0.439,0.561,0.598,0.445,0.319,0,0.319
"20654935010478_ereg_M221",0.73,1.133,0.997,0.717,0.337,0.886,0.473,0,0.473
"20654954010478_ereg_221",0.804,0.86,0.439,0.764,0.376,0.782,0.373,0,0.373
"20654959010478_ereg_M221",0.265,0.449,0.161,0.297,0.112,0.457,0.22,0,0.22
"20654983010478_ereg_M221",0.671,0.911,0.455,0.48,0.444,0.556,0,0,0
"20655010010478_ereg_M221",0.665,0.905,0.704,0.855,0.647,0.646,0.472,0,0.472
"20655033010478_ereg_223",0.541,0.734,0.58,0.453,0.634,0.672,0,0,0
"20655064010478_ereg_223",0.665,0.91,0.717,0.453,0.446,1.249,0.317,0,0.317
"20655142010478_ereg_M221",1.001,0.799,0.588,0.407,0.179,0.499,0.122,0,0.122
"20655169010478_ereg_221",0.968,0.595,0.514,0.291,0.094,0.543,0,0,0
"20655174010478_ereg_221",0.155,0.433,0.94,0.548,0.208,0.3,0.222,0,0.222
"20655179010478_ereg_221",0.74,0.714,0.611,0.522,0.425,0.372,0.194,0,0.194
"20655194010478_ereg_M221",1.133,1.059,0.59,0.84,0.407,0.763,0.501,0,0.501
"20655221010478_ereg_231",0.124,0.191,0.196,0.203,0.227,0.152,0,0,0
"20655231010478_ereg_231",0.424,0.287,0.401,0.797,0.371,0.406,0,0,0
"20655260010478_ereg_231",0.62,0.602,0.193,0.27,0.733,0.426,0,0,0
"20655281010478_ereg_221",0.163,0.781,0.719,0.415,0.693,0.466,0,0,0
"20655298010478_ereg_223",0.75,1.142,0.62,0.399,0.213,0.399,0,0,0
"20655321010478_ereg_223",0.779,0.66,0.436,0.306,0.179,0.611,0,0,0
"20655338010478_ereg_223",0.811,0.687,0.586,0.4,0.196,0.104,0,0,0
"20655403010478_ereg_M221",0.913,0.802,0.503,0.702,0.396,0.782,0.483,0,0.483
"20655408010478_ereg_M221",1.148,0.769,0.833,0.32,0.295,0.536,0.222,0,0.222
"20655493010478_ereg_223",0.287,0.447,1.364,0.73,0.496,0.818,0.36,0,0.36
"20655498010478_ereg_223",0.194,0.819,0.598,0.7,0.828,0.211,0,0,0
"20655503010478_ereg_223",0.619,0.58,0.35,0.277,0.476,0.444,0,0,0
"20655508010478_ereg_221",1.104,1.12,0.738,0.306,0.163,0.567,0,0,0
"20655525010478_ereg_221",0.865,0.823,0.846,0.819,0.654,0.842,0.452,0,0.452
"20655544010478_ereg_221",0.648,0.616,0.335,0.302,0.19,0.426,0,0,0
"20655579010478_ereg_221",0.741,0.477,0.457,0.365,0.386,0.477,0,0,0
"20655584010478_ereg_221",0.723,1.043,0.915,0.526,0.534,0.44,0.102,0,0.102
"20655603010478_ereg_221",0.72,0.796,0.889,0.555,0.327,0.537,0.204,0,0.204
"20655707010478_ereg_223",0.781,0.983,0.696,0.489,0.247,0.83,0.489,0,0.489
"20655760010478_ereg_223",0.308,0.187,0.185,0.337,0.831,0.09,0,0,0
"20655765010478_ereg_223",0.31,0.477,0.635,0.326,0.51,0.846,0.493,0,0.493
"20655775010478_ereg_223",0.241,0.259,0.173,0.156,0.212,0.082,0,0,0
"20655780010478_ereg_M221",0.711,0.499,0.398,0.296,0.442,1.022,0,0,0
"20655798010478_ereg_221",0.743,1.194,0.564,0.372,0.712,0.346,0,0,0
"20655811010478_ereg_221",0.63,0.736,0.911,0.566,0.214,0.235,0,0,0
"20655857010478_ereg_221",1.124,0.951,0.709,0.828,0.39,0.794,0.499,0,0.499
"20655862010478_ereg_221",0.882,0.988,0.607,0.36,0.405,0.482,0,0,0
"20655867010478_ereg_221",0.493,0.651,0.263,0.562,0.24,0.624,0.246,0,0.246
"20655872010478_ereg_221",0.671,0.707,0.409,0.429,0.456,0.592,0.174,0,0.174
"20655886010478_ereg_221",1.411,0.626,0.88,0.37,0.11,0.702,0,0,0
"20655891010478_ereg_M221",0.696,0.932,0.516,1.038,1.043,0.898,0.415,0,0.415
"20655898010478_ereg_M221",0.727,0.708,0.859,0.51,0.627,0.465,0.163,0,0.163
"20655905010478_ereg_M221",0.611,0.678,0.947,0.831,0.422,0.689,0.386,0,0.386
"20655922010478_ereg_M221",0.413,0.839,0.569,0.924,0.663,0.866,0.475,0,0.475
"20655927010478_ereg_M221",0.722,0.885,0.425,0.717,0.24,0.842,0.382,0,0.382
"20655934010478_ereg_221",0.674,0.863,0.465,0.28,0.448,0.7,0.26,0,0.26
"20655946010478_ereg_M221",0.813,0.852,0.497,0.681,0.497,0.628,0.375,0,0.375
"20655957010478_ereg_221",0.632,0.782,0.751,1.046,1.068,0.504,0.496,0,0.496
"20655964010478_ereg_221",0.615,0.538,0.393,0.551,0.403,0.381,0.237,0,0.237
"20656041010478_ereg_234",0.459,0.471,0.125,0.228,0.282,0.213,0,0,0
"20656064010478_ereg_223",0.924,0.922,0.515,0.476,0.337,0.624,0,0,0
"20656096010478_ereg_223",0.148,0.708,0.387,0.706,0.658,0.437,0,0,0
"20656127010478_ereg_223",0.506,0.674,0.212,0.303,0.353,0.369,0,0,0
"20656151010478_ereg_223",0.874,0.77,0.247,0.375,0.874,0.543,0,0,0
"20656162010478_ereg_223",0.734,0.799,0.221,0.272,0.809,0.353,0.111,0,0.111
"20656253010478_ereg_223",0.335,0.41,0.587,0.366,0.41,0.807,0.476,0,0.476
"20656270010478_ereg_223",0.279,0.257,0.326,0.245,0.483,0.181,0,0,0
"20656329010478_ereg_231",0.168,0.64,0.682,0.338,0.43,0.36,0,0,0
"20656352010478_ereg_223",0.833,0.997,0.729,0.509,0.724,0.795,0.476,0,0.476
"20656357010478_ereg_M221",0.639,0.798,1.204,0.711,0.302,0.763,0.467,0,0.467
"20656362010478_ereg_M221",0.791,0.57,0.735,0.889,0.492,0.781,0.26,0,0.26
"20656377010478_ereg_M221",0.852,0.391,0.295,0.264,0.47,0.317,0,0,0
"20656456010478_ereg_223",0.664,1.187,0.607,0.413,0.515,0.351,0,0,0
"20656472010478_ereg_223",0.594,0.315,0.502,0.269,0.157,0.362,0,0,0
"20656483010478_ereg_223",0.57,0.739,0.235,0.169,0.422,0.278,0,0,0
"20656512010478_ereg_M221",0.568,0.817,0.452,0.263,0.326,0.405,0,0,0
"20656517010478_ereg_M221",0.617,0.659,0.668,0.42,0.446,0.444,0,0,0
"20656572010478_ereg_223",0.467,0.577,0.263,0.406,0.252,0.568,0.216,0,0.216
"20658614010478_ereg_221",0.672,0.648,0.891,0.51,0.902,0.85,0.493,0,0.493
"20658631010478_ereg_M221",0.617,0.787,0.944,0.506,0.335,0.866,0,0,0
"20658646010478_ereg_223",0.541,1.053,0.687,0.491,0.432,0.484,0.098,0,0.098
"20658675010478_ereg_223",0.148,0.186,0.169,0.073,0.093,0.24,0.138,0,0.138
"20658703010478_ereg_223",0.949,0.664,0.539,0.516,0.461,0.497,0,0,0
"20658767010478_ereg_221",0.678,0.693,0.338,0.387,0.108,0.425,0,0,0
"20658772010478_ereg_221",0.621,0.547,0.407,0.362,0.117,0.506,0,0,0
"20658828010478_ereg_M221",0.676,0.908,0.697,0.493,0.209,0.663,0.274,0,0.274
"20658833010478_ereg_M221",0.708,0.319,0.067,0.346,1.05,0.735,0,0,0
"20658851010478_ereg_M221",0.775,0.719,0.849,0.527,0.347,0.647,0.467,0,0.467
"20658856010478_ereg_M221",0.843,1.132,0.548,0.26,0.589,1.025,0,0,0
"20658905010478_ereg_221",0.863,1.039,0.636,0.536,0.421,0.339,0.213,0,0.213
"20658973010478_ereg_221",0.042,0.233,0.198,0.15,0.276,0.131,0,0,0
"20658992010478_ereg_M221",0.631,0.823,0.378,0.616,0.309,0.6,0.198,0,0.198
"20659258010478_ereg_221",0.8,0.488,0.42,0.716,0.53,0.613,0,0,0
"20659506010478_ereg_223",0.8,1.292,0.623,0.465,0.509,0.59,0,0,0
"20660215010478_ereg_231",0.836,0.613,1.46,0.7,0.461,0.673,0.48,0,0.48
"20661192010478_ereg_223",0.2,0.498,0.664,0.545,0.952,0.559,0.323,0,0.323
"20661581010478_ereg_231",0.849,0.624,1.092,0.737,0.551,0.492,0.483,0,0.483
"20661917010478_ereg_223",1.342,0.753,0.792,0.326,0.47,0.694,0,0,0
"20662438010478_ereg_223",0.631,1.002,0.468,0.324,0.461,0.741,0,0,0
"20664862010478_ereg_231",0.578,0.607,1.043,0.537,0.862,0.829,0.47,0,0.47
"20665436010478_ereg_M221",0.617,0.827,0.793,0.928,1.103,0.635,0.499,0,0.499
"20665655010478_ereg_M221",1.04,0.809,0.401,0.608,0.82,0.311,0,0,0
"20665769010478_ereg_231",0.738,0.777,0.469,0.383,0.291,0.487,0.398,0,0.398
"20666336010478_ereg_223",0.225,0.285,0.04,0.568,1.456,0.164,0,0,0
"215588569010854_ereg_232",0.406,0.277,0.578,0.357,0.127,0.22,0.241,0,0.241
"215588570010854_ereg_232",0.791,0.544,1.05,0.684,0.233,0.439,0.473,0,0.473
"215588574010854_ereg_232",0.732,0.528,1.006,0.65,0.254,0.49,0.463,0,0.463
"216102304010854_ereg_231",0.14,0.116,0.146,0.16,0.269,0.23,0,0,0
"220499858010854_ereg_M221",0.403,0.433,0.162,0.206,0.147,0.388,0.041,0,0.041
"22300166010478_ereg_232",0.629,1.139,0.567,0.735,0.296,0.549,0.501,0.278,0.493
"22300180010478_ereg_232",0.07,0.318,0.342,0.746,0.453,0.485,0.433,0,0.433
"22300220010478_ereg_232",0.594,1.456,0.825,0.657,0.403,0.597,0.501,0.454,0.412
"22300246010478_ereg_232",0.242,0.25,0.574,0.733,0.321,0.524,0.348,0,0.348
"22300377010478_ereg_232",0.241,0.207,0.267,0.094,0.269,0.17,0,0,0
"22300394010478_ereg_232",0.121,0.384,0.937,0.227,0.356,0.405,0,0,0
"22300399010478_ereg_232",0.723,0.747,0.966,0.628,0.465,0.655,0.495,0,0.495
"22300450010478_ereg_232",0.99,0.447,1.085,0.721,0.251,0.549,0.51,0,0.51
"22300455010478_ereg_232",0.436,0.359,0.298,0.337,0.5,0.999,0.104,0.104,0
"22300491010478_ereg_232",0.699,0.446,1.043,0.694,0.362,1.165,0.419,0.286,0.344
"22300507010478_ereg_231",0.449,0.367,0.982,0.825,0.6,0.737,0.477,0,0.477
"22300524010478_ereg_232",0.795,0.408,0.576,0.767,0.428,0.615,0,0,0
"22300535010478_ereg_232",0.603,0.526,0.512,0.354,0.207,0.773,0.148,0,0.148
"22300554010478_ereg_231",0.083,0.128,0.134,0.129,0.101,0.025,0,0,0
"22300594010478_ereg_231",0.835,0.843,0.532,0.31,0.544,0.247,0,0,0
"22300611010478_ereg_231",0.622,0.514,0.461,0.585,0.419,0.453,0.156,0,0.156
"22300631010478_ereg_231",0.995,0.57,0.703,0.545,0.475,0.582,0.207,0,0.207
"22300805010478_ereg_231",0.704,0.551,0.78,0.553,0.233,0.391,0.374,0,0.374
"22300846010478_ereg_231",0.638,0.777,0.877,0.766,0.314,0.63,0.5,0,0.5
"22300877010478_ereg_231",0.638,0.674,0.615,0.328,0.299,0.508,0,0,0
"22300980010478_ereg_232",0.984,0.628,0.322,0.214,0.364,0.223,0.096,0,0.096
"22300997010478_ereg_231",1.268,1.051,1.176,0.578,0.199,0.702,0.212,0,0.212
"22301063010478_ereg_231",0.539,1.024,1.192,0.553,0.292,0.522,0.258,0,0.258
"22301107010478_ereg_232",1.035,0.844,1.007,0.843,0.603,0.492,0.475,0,0.475
"22301129010478_ereg_232",0.405,0.343,1.034,0.806,0.576,0.667,0.501,0,0.501
"22301151010478_ereg_231",0.855,0.72,0.21,0.411,0.524,0.319,0,0,0
"22301167010478_ereg_231",0.577,0.434,0.98,0.839,1,0.453,0.441,0,0.441
"22301184010478_ereg_231",0.482,0.313,1.004,0.691,0.34,0.542,0.405,0,0.405
"22301189010478_ereg_231",0.773,0.836,0.576,0.597,0.479,0.433,0.45,0,0.45
"22301233010478_ereg_231",0.651,0.399,0.193,0.524,0.528,0.217,0,0,0
"22301252010478_ereg_231",0.911,0.708,1.06,0.846,0.662,0.545,0.497,0,0.497
"22301296010478_ereg_231",0.467,0.549,0.396,0.737,0.182,0.789,0.297,0,0.297
"22301330010478_ereg_231",0.871,0.629,0.643,0.171,0.334,0.314,0,0,0
"22301335010478_ereg_231",0.619,0.5,0.781,0.67,0.799,0.553,0.491,0,0.491
"22301428010478_ereg_231",0.447,0.46,0.446,0.577,0.154,0.41,0.264,0,0.264
"22301472010478_ereg_231",0.552,0.541,0.648,0.982,0.309,0.691,0.498,0,0.498
"22301496010478_ereg_231",0.961,0.809,0.867,0.739,0.321,0.537,0.454,0,0.454
"22301527010478_ereg_231",0.931,0.71,0.721,0.65,0.739,0.546,0.35,0,0.35
"22301537010478_ereg_231",0.735,0.532,0.629,0.338,0.315,0.82,0,0,0
"22301547010478_ereg_231",0.616,0.492,1.091,0.88,0.632,0.672,0.496,0,0.496
"22301552010478_ereg_231",0.741,0.691,1.277,1.082,0.515,0.922,0.48,0,0.48
"22301562010478_ereg_231",1.09,1.069,1.192,0.814,0.209,0.583,0.468,0,0.468
"22301567010478_ereg_231",0.887,0.882,0.452,0.376,0.231,0.219,0,0,0
"22301584010478_ereg_231",0.474,0.669,1.427,0.902,0.626,1.519,0.501,0,0.501
"22301661010478_ereg_231",0.887,0.815,0.927,0.721,0.282,0.575,0.486,0,0.486
"22301816010478_ereg_231",0.954,1.302,0.683,0.444,0.202,0.431,0.152,0,0.152
"22301833010478_ereg_231",0.794,0.536,0.395,0.372,0.433,0.773,0.11,0,0.11
"22301845010478_ereg_231",1.184,0.894,0.7,0.421,1.009,0.653,0,0,0
"22301884010478_ereg_231",0.497,0.633,0.775,0.442,0.257,0.346,0.299,0,0.299
"22301889010478_ereg_232",0.981,0.504,0.299,0.149,0.304,0.209,0,0,0
"22301905010478_ereg_232",0.518,0.548,0.835,0.711,0.276,0.727,0.443,0,0.443
"22301912010478_ereg_231",0.219,0.623,0.593,0.229,0.279,0.605,0,0,0
"22301933010478_ereg_232",0.421,0.226,0.98,0.729,0.281,0.95,0.494,0,0.494
"22302051010478_ereg_231",0.704,0.548,1.217,0.641,0.3,0.502,0.435,0,0.435
"22302079010478_ereg_232",0.248,0.186,1.071,0.668,0.488,0.578,0.45,0,0.45
"22302095010478_ereg_232",1.16,0.725,0.708,0.34,0.326,0.667,0,0,0
"22302100010478_ereg_232",0.302,0.208,0.83,0.729,0.947,0.39,0.353,0,0.353
"22302220010478_ereg_231",0.813,0.797,0.899,0.486,0.283,0.43,0.453,0,0.453
"22302255010478_ereg_231",0.954,1.106,0.753,0.852,0.356,0.616,0.5,0,0.5
"22302300010478_ereg_232",0.639,0.255,0.13,0.091,0.208,0.095,0,0,0
"22302326010478_ereg_231",0.618,0.489,1.002,0.608,0.487,0.442,0.356,0,0.356
"22302365010478_ereg_231",0.305,0.189,0.761,0.612,0.461,0.413,0.315,0,0.315
"22302404010478_ereg_231",0.536,0.572,1.597,0.781,0.631,0.645,0.443,0,0.443
"22302409010478_ereg_231",0.791,0.64,0.766,0.432,0.196,0.5,0.304,0,0.304
"22302442010478_ereg_231",0.906,0.705,1.02,0.816,0.255,0.602,0.499,0,0.499
"22302468010478_ereg_231",0.354,0.488,0.588,0.701,0.782,0.64,0.442,0,0.442
"22302534010478_ereg_231",0.575,0.651,0.351,0.558,0.471,0.35,0.306,0,0.306
"22302570010478_ereg_231",0.776,0.729,0.498,0.365,0.601,0.938,0,0,0
"22302604010478_ereg_231",0.829,0.589,0.798,0.609,0.325,0.48,0.476,0,0.476
"22302609010478_ereg_232",0.235,0.376,0.399,0.519,0.159,0.383,0.262,0,0.262
"22302636010478_ereg_232",0.286,0.177,0.331,0.382,0.126,0.281,0.188,0,0.188
"22302716010478_ereg_232",0,0,0,0,0,0,0,0,0
"22302721010478_ereg_232",0.54,0.671,0.917,0.379,0.26,0.611,0.43,0.493,0.475
"22302773010478_ereg_231",0.655,0.641,0.446,0.702,0.884,0.588,0.195,0,0.195
"22302785010478_ereg_231",0.898,0.502,1.012,0.747,0.342,0.675,0.499,0,0.499
"22302874010478_ereg_231",0.85,0.603,1.007,0.705,0.272,0.557,0.479,0,0.479
"22302898010478_ereg_231",0.228,0.259,1.017,0.502,0.456,0.415,0.33,0,0.33
"22302993010478_ereg_231",0.674,0.657,0.794,0.504,0.354,0.418,0.323,0,0.323
"22303072010478_ereg_231",1.001,0.66,0.748,0.577,0.236,0.636,0.262,0,0.262
"22303125010478_ereg_231",0.586,0.394,0.536,0.199,0.379,0.252,0,0,0
"22303200010478_ereg_231",0.759,0.639,0.361,0.306,0.33,0.293,0,0,0
"22303210010478_ereg_231",0.248,0.262,0.249,0.183,0.169,0.061,0,0,0
"22303246010478_ereg_232",0.638,0.782,0.664,0.374,0.316,0.215,0,0,0
"22303394010478_ereg_231",0.176,0.447,0.728,0.375,0.376,0.286,0.235,0,0.235
"22303455010478_ereg_231",0.866,0.78,0.418,0.609,1.253,0.25,0.139,0,0.139
"22303460010478_ereg_231",0.865,1.011,0.767,0.628,0.335,0.489,0,0,0
"22303475010478_ereg_231",0.76,1.234,0.632,0.405,1.128,0.375,0,0,0
"22303480010478_ereg_231",0.795,0.651,0.314,0.273,0.813,0.441,0,0,0
"22303485010478_ereg_231",0.591,0.644,0.834,0.634,1.184,1.094,0.305,0,0.305
"22303490010478_ereg_231",0.701,1.009,0.462,0.64,0.935,0.438,0,0,0
"22303495010478_ereg_231",0.838,0.823,0.407,0.456,0.645,0.63,0.249,0,0.249
"22303500010478_ereg_231",0.74,0.839,0.751,0.467,0.782,0.849,0.495,0,0.495
"22303523010478_ereg_231",0.692,0.712,0.394,0.285,0.405,0.642,0,0,0
"22303533010478_ereg_231",0.851,1.013,0.503,0.846,0.895,0.775,0.499,0,0.499
"22303545010478_ereg_231",0.424,0.65,0.353,0.231,0.165,0.372,0.102,0,0.102
"22303562010478_ereg_231",0.431,0.61,0.836,0.48,0.372,0.492,0.27,0,0.27
"22303582010478_ereg_231",0.166,0.25,0.912,0.612,0.351,0.547,0.4,0,0.4
"22303654010478_ereg_231",0.033,0.469,0.529,0.123,0.06,0.044,0.04,0,0.04
"22303659010478_ereg_231",0.859,0.777,0.611,0.641,0.372,0.625,0.414,0,0.414
"22303733010478_ereg_231",0.748,0.52,0.981,0.725,0.619,0.551,0.468,0,0.468
"22303745010478_ereg_231",0.29,0.274,0.422,0.103,0.131,0.131,0,0,0
"22303750010478_ereg_231",0.547,0.402,0.365,0.436,0.21,0.103,0,0,0
"22303843010478_ereg_231",1.018,1.137,0.469,0.83,0.522,0.648,0.495,0,0.495
"22303870010478_ereg_231",0.995,0.899,0.692,0.702,0.724,0.49,0.284,0,0.284
"22303888010478_ereg_231",0.787,0.73,0.683,0.586,0.996,0.745,0.474,0,0.474
"22303903010478_ereg_231",0.925,0.898,0.772,0.434,0.337,1.302,0.384,0,0.384
"22303919010478_ereg_231",0.868,0.791,0.549,0.479,0.561,0.571,0.338,0,0.338
"22303955010478_ereg_231",0.654,0.552,0.443,0.474,0.525,0.452,0.46,0,0.46
"22304027010478_ereg_223",0.761,0.691,0.334,0.18,0.304,0.167,0,0,0
"22304049010478_ereg_223",0.729,0.697,0.246,0.3,0.396,0.619,0,0,0
"22304098010478_ereg_232",0.848,0.721,0.504,0.351,0.395,0.255,0.169,0,0.169
"22304162010478_ereg_231",0.904,0.676,0.944,0.67,0.308,0.504,0.46,0,0.46
"22304179010478_ereg_231",0.702,0.674,0.637,0.661,0.269,0.52,0,0,0
"22304233010478_ereg_231",0.913,0.59,0.809,0.525,0.331,0.289,0.208,0,0.208
"22304243010478_ereg_231",0.202,0.453,0.841,0.588,0.527,0.186,0,0,0
"22304332010478_ereg_223",0.681,0.69,0.367,0.524,0.969,0.379,0.219,0,0.219
"22304444010478_ereg_231",0.33,0.359,0.584,0.563,0.591,0.632,0.501,0,0.501
"22304477010478_ereg_231",0.993,0.98,0.425,0.4,0.166,0.477,0.19,0,0.19
"22304565010478_ereg_231",0.957,0.721,0.994,0.788,0.353,0.546,0.492,0,0.492
"22304658010478_ereg_232",0.024,0.006,0.001,0.056,0.076,0.072,0,0,0
"22304681010478_ereg_232",0.716,0.648,1.081,0.645,0.455,0.605,0,0,0
"22304774010478_ereg_232",0.899,0.89,0.446,0.318,0.206,0.255,0.11,0,0.11
"22304832010478_ereg_231",0.544,0.351,0.905,0.946,0.471,1.104,0.49,0,0.49
"22304852010478_ereg_231",0.639,0.712,0.623,0.738,0.982,0.618,0.457,0,0.457
"22304883010478_ereg_231",0.212,0.185,0.764,0.579,0.453,0.335,0.351,0,0.351
"22304969010478_ereg_231",0.645,0.601,1.186,0.985,0.2,0.933,0.484,0,0.484
"22305008010478_ereg_231",0.756,0.933,0.358,0.671,0.653,0.771,0.361,0,0.361
"22305110010478_ereg_231",1.279,1.033,1.385,0.82,0.426,1.238,0.404,0,0.404
"22305120010478_ereg_231",1.076,0.524,1.61,0.853,0.227,1.057,0.503,0,0.503
"22305125010478_ereg_231",0.724,0.572,0.957,0.699,0.265,0.581,0.501,0,0.501
"22305130010478_ereg_231",0.942,0.746,0.59,0.359,0.097,0.18,0,0,0
"22305142010478_ereg_231",0.811,0.704,0.897,1.14,0.289,1.085,0.5,0,0.5
"22305147010478_ereg_231",0.976,0.675,0.583,0.456,0.243,0.607,0.246,0,0.246
"22305157010478_ereg_231",0.314,0.625,0.679,0.385,0.333,0.355,0,0,0
"22305162010478_ereg_231",0.623,0.844,0.276,0.449,0.22,0.399,0.266,0,0.266
"22305225010478_ereg_231",0.412,0.267,0.924,0.7,0.473,0.622,0.454,0,0.454
"22305254010478_ereg_231",0.768,0.531,1.042,0.728,0.248,0.522,0.474,0,0.474
"22305307010478_ereg_231",0.519,0.415,0.628,0.279,0.171,0.388,0,0,0
"22305350010478_ereg_232",0.656,0.593,0.852,0.679,0.9,0.56,0.381,0.271,0.295
"22305362010478_ereg_232",0.334,0.411,0.618,0.471,0.489,0.525,0,0,0
"22305374010478_ereg_232",0.64,0.351,0.837,0.571,0.207,0.472,0.389,0,0.389
"22305396010478_ereg_232",0.546,0.278,1.023,0.668,0.453,0.572,0.498,0.096,0.499
"22305420010478_ereg_232",0.151,0.219,0.94,0.506,0.253,0.463,0.343,0,0.343
"22305513010478_ereg_231",0.986,0.905,0.402,0.524,0.408,0.456,0.4,0,0.4
"22305530010478_ereg_231",0,0,0,0,0,0,0,0,0
"22305535010478_ereg_231",0.614,0.686,0.758,0.971,0.527,0.386,0.03,0,0.03
"22305547010478_ereg_231",0.889,0.867,0.686,0.853,0.478,0.75,0.459,0,0.459
"22305552010478_ereg_231",0.794,0.741,0.456,0.4,0.52,0.262,0.163,0,0.163
"22305602010478_ereg_231",0.141,0.239,0.774,0.566,0.364,0.456,0.349,0,0.349
"22305628010478_ereg_231",0.368,0.314,1.422,0.634,0.296,0.6,0.495,0,0.495
"22305692010478_ereg_232",0.781,0.642,0.818,0.568,0.376,0.542,0.496,0,0.496
"22305748010478_ereg_232",0.834,0.733,1.173,0.724,0.693,0.767,0.486,0.366,0.415
"22305783010478_ereg_231",0.756,0.791,0.709,0.118,0.326,1.012,0,0,0
"22305800010478_ereg_231",0.694,0.534,0.304,0.392,0.777,0.303,0,0,0
"22305847010478_ereg_231",0.767,0.844,0.938,0.688,0.329,0.524,0.384,0,0.384
"22305883010478_ereg_232",0.082,0.275,0.304,0.625,0.382,0.417,0.363,0,0.363
"22305949010478_ereg_232",0.46,0.437,0.576,0.911,0.299,0.715,0.471,0,0.471
"22306000010478_ereg_232",0.366,0.22,0.189,0.901,0.221,0.288,0,0,0
"22306023010478_ereg_232",0.405,0.668,0.622,0.861,0.549,0.92,0.432,0.13,0.421
"22306040010478_ereg_232",0.017,0.045,0.155,0.387,0.081,0.284,0,0,0
"22306097010478_ereg_232",0.816,0.375,0.24,0.14,0.356,0.196,0,0,0
"22306109010478_ereg_232",0.126,0.058,0.027,0.121,0.179,0.16,0,0,0
"22306116010478_ereg_232",0.13,0.253,0.174,0.106,0.124,0.493,0,0,0
"22306232010478_ereg_232",1,0.58,1.017,0.852,0.372,0.705,0.484,0,0.484
"22306336010478_ereg_231",0.424,0.523,0.305,0.43,0.146,0.587,0.203,0,0.203
"22306350010478_ereg_231",1.177,1.065,0.705,0.49,0.928,0.484,0,0,0
