"gmPerSeed","gmPerCm","maxHt","leafN","leafP","SLA","broaddeciduous","broadevergreen","needleevergreen"
"74736290010478_ereg_223",0.195,-0.224,0.746,0.538,0.365,0.076,1,0,0
"74736553010478_ereg_223",1.336,0.865,0.244,-0.368,-0.895,0.004,1,0,0
"74736623010478_ereg_223",1.096,1.012,0.203,0.351,-0.51,0.737,1,0,0
"74737138010478_ereg_223",-0.516,-0.279,0.218,0.863,0.113,0.062,1,0,0
"74739106010478_ereg_223",1.037,0.635,0.369,0.328,-0.004,0.238,0.965,0,0.035
"74741327010478_ereg_M221",1.019,0.407,0.502,-0.253,-0.851,-0.075,1,0,0
"74745274010478_ereg_221",1.246,0.913,0.55,0.306,-0.369,0.334,1,0,0
"74745368010478_ereg_221",0.443,0.35,-0.004,-0.133,-0.459,0.018,0.952,0,0.048
"74745941010478_ereg_223",0.05,0.114,0.305,0.084,0.493,0.04,1,0,0
"74746082010478_ereg_223",0.186,-0.472,-0.162,0.05,0.177,-0.283,1,0,0
"74746740010478_ereg_221",0.197,-0.269,0.444,0.73,0.065,1.382,1,0,0
"74747230010478_ereg_221",1.171,1.051,0.289,0.457,-0.525,0.895,1,0,0
"74748186010478_ereg_221",0.759,0.21,0.597,-0.12,-0.619,-0.158,0.883,0,0.117
"74749316010478_ereg_221",0.014,-0.72,1.348,-0.218,-0.747,-0.155,0.684,0,0.316
"74749888010478_ereg_221",0.652,0.158,0.692,0.418,-0.473,0.345,1,0,0
"74750035010478_ereg_221",-0.12,-1.168,1.362,0.634,-0.671,0.357,1,0,0
"74750111010478_ereg_221",0.21,0.101,0.28,0.652,0.167,0.772,1,0,0
"74750722010478_ereg_M221",0.935,0.434,0.398,-0.201,-0.69,0.081,1,0,0
"74751198010478_ereg_221",0.42,0.526,0.404,0.195,0.279,0.141,1,0,0
"74751262010478_ereg_221",1.054,0.791,0.242,0.094,-0.543,0.466,1,0,0
"74751876010478_ereg_223",1.068,1.106,0.404,-0.013,-0.347,-0.086,1,0,0
"74752023010478_ereg_231",-0.021,0.014,-0.072,0.055,0.008,0.102,1,0,0
"74755164010478_ereg_223",0.74,0.413,0.539,0.373,-0.57,0.64,1,0,0
"74755570010478_ereg_M221",0.045,-0.136,-0.054,0.242,0.55,-0.006,1,0,0
"74758405010478_ereg_223",-0.319,-0.488,0.286,0.145,0.291,0,1,0,0
"74759326010478_ereg_223",-0.082,-0.661,0.583,0.549,0.223,0.113,1,0,0
"74759607010478_ereg_223",0.915,0.77,0.329,0.014,-0.379,0.03,1,0,0
"74759911010478_ereg_223",-0.353,-0.364,0.223,-0.252,-0.322,0.17,1,0,0
"74760630010478_ereg_223",-0.06,-0.263,-0.471,0.03,0.405,-0.809,0.558,0,0.442
"74760855010478_ereg_221",0.492,0.41,0.351,-0.224,-0.614,-0.066,0.869,0,0.131
"74761476010478_ereg_221",0.155,-0.564,0.731,-0.121,-0.575,0.006,0.918,0,0.082
"74762119010478_ereg_M221",0.927,0.707,0.612,0.205,0.028,0.217,1,0,0
"74762417010478_ereg_M221",0.623,0.057,0.643,0.165,-0.296,0.052,1,0,0
"74762596010478_ereg_M221",-0.442,-0.586,0.652,-0.501,-0.543,0.083,0.486,0,0.514
"74763570010478_ereg_221",0.943,0.843,0.249,0.221,-0.528,0.413,1,0,0
"74763637010478_ereg_221",-0.373,-0.393,0.182,-0.286,0.292,-0.755,0.452,0,0.548
"74764462010478_ereg_221",1.141,0.829,0.248,-0.436,-0.973,0.206,1,0,0
"74764817010478_ereg_223",0.826,0.575,0.254,0.381,-0.204,1.096,1,0,0
"74765177010478_ereg_223",0.022,-0.167,-0.066,0.38,0.96,-0.146,0.94,0,0.06
"74767073010478_ereg_223",0.683,0.704,0.413,0.357,0.104,0.942,1,0,0
"74767519010478_ereg_223",0.173,0.181,0.135,0.092,0.047,0.263,1,0,0
"74767845010478_ereg_223",-0.178,-0.483,-0.646,-0.168,0.126,-1.004,0.454,0,0.546
"74768747010478_ereg_221",-0.259,-0.703,1.111,-1.089,-1.013,-0.845,0.16,0,0.84
"74768906010478_ereg_M221",-0.06,-0.846,0.884,0.358,-0.594,0.283,1,0,0
"74769397010478_ereg_223",0.297,0.342,0.053,0.02,-0.093,-0.042,0.971,0,0.029
"74770822010478_ereg_221",0.417,0.133,0.274,0.603,-0.334,2.007,1,0,0
"74771167010478_ereg_223",-0.388,-0.446,0.488,1.423,-0.146,0.317,1,0,0
"74771733010478_ereg_223",-0.321,-0.724,0.759,-0.413,-0.531,-0.348,0.624,0,0.376
"74773199010478_ereg_223",-0.086,-0.122,0.274,0.399,0.988,0.006,1,0,0
"74773285010478_ereg_223",0.47,0.376,0.275,0.25,0.319,0.052,1,0,0
"74775623010478_ereg_223",0.767,0.793,0.562,0.33,0.256,0.243,1,0,0
"74775823010478_ereg_223",0.134,-0.134,-0.293,-0.159,0.084,-0.553,0.75,0,0.25
"74776913010478_ereg_223",0.749,0.33,0.346,-0.394,-0.639,-0.247,0.827,0,0.173
"74777742010478_ereg_223",0.595,0.106,0.306,0.464,0.25,0.492,0.999,0,0.001
"74778818010478_ereg_223",1.244,0.623,0.259,0.222,-0.376,0.151,1,0,0
"74781539010478_ereg_223",-0.373,-0.677,-1.061,-0.369,-0.066,-1.607,0.08,0,0.92
"74783654010478_ereg_223",-0.528,-0.472,0.256,-0.186,-0.302,0.129,1,0,0
"74783884010478_ereg_223",0.607,0.729,0.387,0.409,0.493,0.419,1,0,0
"74784297010478_ereg_223",0.143,-0.837,1.245,0.522,-0.75,0.311,1,0,0
"74784542010478_ereg_M221",-0.046,0.2,-0.136,-0.331,-0.714,0.291,0.893,0,0.107
"74784637010478_ereg_M221",0.364,-0.636,0.317,0.729,0.75,0.327,1,0,0
"74785042010478_ereg_M221",0.066,-1.356,1.027,1.157,0.776,0.517,1,0,0
"74785831010478_ereg_223",0.511,-0.507,1.149,0.528,-0.622,0.293,1,0,0
"74786349010478_ereg_223",-0.082,0.113,0.13,0.284,1.18,-0.202,0.901,0,0.099
"74786652010478_ereg_223",0.538,0.573,0.119,0.085,-0.233,-0.098,0.97,0,0.03
"74787063010478_ereg_223",-0.074,-0.002,0.004,-0.102,0.169,-0.155,1,0,0
"74790338010478_ereg_221",1.029,0.545,0.533,0.223,-0.262,0.349,0.967,0,0.033
"74790664010478_ereg_221",1.157,0.716,0.515,0.412,-0.212,0.564,1,0,0
"74791523010478_ereg_221",-0.223,-0.975,1.149,0.021,-0.85,-0.096,0.738,0,0.262
"74791605010478_ereg_221",1.116,0.565,0.794,0.118,-0.439,0.118,0.832,0,0.168
"74793824010478_ereg_M221",1.186,1.031,0.398,0.275,-0.466,0.371,1,0,0
"74794845010478_ereg_221",-0.294,-0.346,0.47,-0.427,-0.568,-0.065,0.592,0,0.408
"74795313010478_ereg_M221",0.939,0.685,0.141,-0.399,-0.86,0.194,1,0,0
"74796143010478_ereg_221",0.504,0.046,0.341,0.031,-0.607,0.234,1,0,0
"74796569010478_ereg_223",-0.069,-0.74,0.7,0.233,-0.504,0.295,1,0,0
"74797447010478_ereg_223",0.485,0.311,0.453,0.266,0.201,0.745,1,0,0
"74797644010478_ereg_223",1.233,0.79,0.554,-0.255,-0.634,0.033,1,0,0
"74798025010478_ereg_231",-0.17,-0.111,-0.01,-0.332,-0.079,-0.101,1,0,0
"74798253010478_ereg_221",1.057,0.655,0.326,-0.167,-0.561,0.008,0.946,0,0.054
"74798427010478_ereg_221",1.036,0.783,0.233,0.19,-0.471,0.512,0.987,0,0.013
"74798587010478_ereg_221",0.93,0.439,0.309,-0.327,-0.635,-0.056,0.94,0,0.06
"74798795010478_ereg_223",-0.288,-0.389,-0.207,-0.283,-0.162,-0.021,1,0,0
"74800886010478_ereg_223",1.257,0.998,0.567,0.296,-0.235,0.123,0.988,0,0.012
"74801603010478_ereg_223",0.076,-0.157,-0.422,-0.342,-0.251,-0.769,0.594,0,0.406
"74803151010478_ereg_221",1.168,0.666,0.441,-0.592,-0.962,-0.141,0.969,0,0.031
"74804384010478_ereg_223",1.149,0.999,0.444,-0.056,-0.565,-0.058,1,0,0
"74804649010478_ereg_223",0.073,0.068,0.135,0.309,-0.02,0.772,1,0,0
"74806219010478_ereg_221",0.009,-0.818,1.23,0.648,-0.601,0.582,1,0,0
"74806443010478_ereg_M221",0.958,0.882,0.401,-0.058,-0.352,0.092,1,0,0
"74806640010478_ereg_M221",0.814,0.585,0.57,0.467,-0.383,0.665,1,0,0
"74807058010478_ereg_M221",-0.135,-1.293,1.5,0.706,-0.753,0.39,1,0,0
"74898153010538_ereg_221",1.178,0.495,0.47,-0.87,-1.219,-0.327,0.906,0,0.094
"74898286010538_ereg_211",-0.887,-0.797,0.656,-0.48,-0.118,-0.25,0.419,0,0.581
"74898406010538_ereg_211",-0.078,-0.206,0.5,-0.058,-0.322,0.077,0.782,0,0.218
"74898540010538_ereg_211",-0.895,-0.751,0.402,-0.432,0.078,-0.23,0.499,0,0.501
"74898906010538_ereg_211",0.634,0.288,0.211,-0.051,-0.449,0.291,0.957,0,0.043
"74898993010538_ereg_211",-0.144,0.3,0.375,0.249,0.827,0.293,1,0,0
"74899197010538_ereg_211",0.119,-0.017,-0.161,0.079,-0.173,1.13,1,0,0
"74899560010538_ereg_211",-0.311,-0.164,-0.157,0.05,-0.119,0.502,0.94,0,0.06
"74900123010538_ereg_211",-0.13,0.023,0.105,0.097,0.757,0.039,0.995,0,0.005
"74900380010538_ereg_211",0.519,-0.125,0.146,-0.271,-0.608,-0.067,0.777,0,0.223
"74900606010538_ereg_211",-0.389,-0.566,-0.312,0.186,0.704,0.005,1,0,0
"74900678010538_ereg_211",0.226,-0.402,1.436,-0.142,-0.194,-0.325,0.524,0,0.476
"74900924010538_ereg_221",0.572,0.042,0.411,-0.276,-0.605,-0.093,0.703,0,0.297
"74901164010538_ereg_211",-0.039,-0.194,0.018,0.557,1.497,0.191,1,0,0
"74901254010538_ereg_211",-0.332,0.353,-0.043,0.4,0.229,1.643,1,0,0
"74901362010538_ereg_211",-0.347,-0.389,-0.143,-0.259,-0.114,0.353,0.86,0,0.14
"74901485010538_ereg_221",1.025,0.311,0.193,0.092,-0.387,0.135,0.91,0,0.09
"74901711010538_ereg_M211",-0.918,-1.181,0.805,-1.105,-0.664,-0.836,0.17,0,0.83
"74901964010538_ereg_M211",0.339,0.534,0.383,0.184,0.332,0.788,1,0,0
"74902075010538_ereg_M211",0.29,-0.658,1.672,-0.341,-0.702,-0.307,0.417,0,0.583
"74902540010538_ereg_M211",-0.883,-0.495,0.824,0.058,-0.176,0.026,0.588,0,0.412
"74902697010538_ereg_M211",-1.049,-1.123,0.924,-0.745,-0.6,-0.428,0.289,0,0.711
"74902855010538_ereg_M211",0.901,0.614,-0.087,0.35,-0.074,0.595,1,0,0
"74902997010538_ereg_M211",-0.115,0.487,0.064,0.295,0.761,1.098,1,0,0
"74903121010538_ereg_M211",-0.411,-0.861,0.911,-0.527,-0.456,-0.065,0.493,0,0.507
"74903255010538_ereg_M211",-0.604,-0.359,-0.419,-0.298,-0.242,0.36,0.967,0,0.033
"74903826010538_ereg_221",-0.447,-0.899,0.79,-0.475,-0.315,-0.338,0.605,0,0.395
"74904163010538_ereg_211",-0.618,-0.729,0.793,-0.752,-0.416,-0.314,0.408,0,0.592
"74904298010538_ereg_M211",-0.135,-0.211,0.092,0.604,0.81,0.974,1,0,0
"74904427010538_ereg_M211",-0.086,-1.058,1.643,-0.559,-0.516,-0.572,0.324,0,0.676
"74904550010538_ereg_M211",0.016,-0.85,1.332,-0.598,-0.666,-0.561,0.372,0,0.628
"74905298010538_ereg_221",0.492,0.205,0.109,-0.04,-0.204,0.13,1,0,0
"74905663010538_ereg_211",0.096,0.232,0.409,0.111,0.497,0.404,0.987,0,0.013
"74905933010538_ereg_222",0.255,0.503,0.529,0.205,0.256,1.02,1,0,0
"74906038010538_ereg_211",0,0,0,0,0,0,1,0,0
"74906351010538_ereg_222",-0.022,0.008,0.003,-0.046,0.085,-0.066,1,0,0
"74906550010538_ereg_M211",-0.654,-0.944,-0.204,-0.986,-0.638,-0.523,0.526,0,0.474
"74906693010538_ereg_M211",0.141,-0.569,-0.083,0.855,2.365,-0.28,0.976,0,0.024
"74906809010538_ereg_211",-0.04,-0.02,0.009,0.009,0.033,-0.023,1,0,0
"74906901010538_ereg_211",-0.004,0.154,0.294,0.433,1.461,-0.051,1,0,0
"74906968010538_ereg_211",0,0.095,0.668,-0.055,0.192,0.153,0.88,0,0.12
"74907080010538_ereg_211",-0.612,-0.771,-0.007,-1.392,-1.05,-1.676,0,0,1
"74907120010538_ereg_211",-0.845,-1.268,1.092,-0.989,-0.574,-0.872,0.161,0,0.839
"74907207010538_ereg_211",-0.012,0.375,0.536,0.236,0.85,0.406,1,0,0
"74907345010538_ereg_211",-0.137,-0.319,0.558,0.007,0.174,0.253,0.762,0,0.238
"74907586010538_ereg_211",-1.003,-1.194,-0.367,1.082,1.359,0.137,1,0,0
"74907814010538_ereg_211",-0.169,0.017,0.002,-0.304,0.45,-0.421,1,0,0
"74907927010538_ereg_M211",-0.39,-0.054,0.024,0.399,1.243,0.321,0.977,0,0.023
"74908128010538_ereg_211",-0.139,0.205,0.366,0.299,1.018,0.293,0.981,0,0.019
"74908349010538_ereg_211",-0.566,0.087,-0.117,0.066,0.366,0.688,1,0,0
"74908853010538_ereg_M211",0.031,0.081,0.761,0.192,0.94,0.05,0.889,0,0.111
"74909222010538_ereg_M211",-0.247,-0.319,-0.396,-0.308,-0.294,0.404,1,0,0
"74909549010538_ereg_211",-0.188,-0.213,-0.041,-0.34,-0.128,0.128,0.971,0,0.029
"74909905010538_ereg_211",-0.857,-0.211,-0.238,-0.177,0.322,0.199,0.722,0,0.278
"74910032010538_ereg_211",-0.589,-0.965,-0.211,-0.94,-0.558,-0.797,0.45,0,0.55
"74910197010538_ereg_211",-0.536,0.086,-0.098,0.055,0.365,0.666,0.992,0,0.008
"74910518010538_ereg_222",1.08,0.172,0.203,0.327,-0.037,0.123,1,0,0
"74910643010538_ereg_222",0.147,0.237,0.308,0.41,1.137,-0.047,1,0,0
"74910763010538_ereg_211",-0.325,-0.166,0.523,-0.228,0.203,0.012,0.729,0,0.271
"74911270010538_ereg_211",-0.024,-0.4,0.017,0.643,1.72,-0.093,1,0,0
"74911740010538_ereg_222",-0.065,0.2,-0.693,1.721,0.346,1.26,1,0,0
"74911998010538_ereg_211",-0.053,-0.221,0.565,-0.16,0.108,-0.19,0.662,0,0.338
"74912662010538_ereg_222",-1.025,-0.876,-0.68,0.206,0.004,0.274,1,0,0
"74912772010538_ereg_211",-0.66,-0.459,0.092,-0.463,-0.205,-0.045,0.712,0,0.288
"74913027010538_ereg_211",-0.006,0.018,-0.063,0.156,0.031,0.114,1,0,0
"74913468010538_ereg_211",0.174,0.362,0.502,0.201,0.57,0.608,1,0,0
"74913591010538_ereg_211",-0.115,0.198,0.423,0.226,0.807,0.214,1,0,0
"74913785010538_ereg_211",0,0,0,0,0,0,1,0,0
"74913888010538_ereg_222",-0.556,-0.479,0.45,0.011,0.08,0.011,0.806,0,0.194
"74914519010538_ereg_222",0.327,0.449,0.22,0.424,0.14,1.774,1,0,0
"74914899010538_ereg_211",0.878,0.398,0.544,0.135,-0.527,0.459,0.852,0,0.148
"74915252010538_ereg_222",1.03,0.671,0.154,0.146,-0.262,0.382,1,0,0
"74915429010538_ereg_211",0.939,0.556,0.311,0.235,-0.121,0.314,0.991,0,0.009
"74915604010538_ereg_221",-0.286,-0.266,-0.397,-0.384,0.329,-0.885,0.671,0,0.329
"74915642010538_ereg_221",0.023,0.241,0.112,0.239,0.609,0.086,0.995,0,0.005
"74916015010538_ereg_221",-0.314,-0.656,0.017,-0.52,-0.405,-0.1,0.85,0,0.15
"74916318010538_ereg_222",0.004,-0.944,0.215,0.658,1.018,0.361,1,0,0
"74916455010538_ereg_222",-0.418,-0.009,-0.069,0.073,0.656,0.248,1,0,0
"74916508010538_ereg_222",-0.146,-0.353,-0.291,-0.124,0.181,0.015,1,0,0
"74916840010538_ereg_211",-0.608,-0.653,0.178,-0.391,0.121,-0.199,0.66,0,0.34
"74917185010538_ereg_211",-0.813,0.146,-0.026,0.197,0.464,1.005,0.908,0,0.092
"74917333010538_ereg_222",-0.263,-0.193,-0.179,-0.357,0.164,-0.243,1,0,0
"74917624010538_ereg_222",-0.367,-0.862,0.444,-0.331,0.277,-0.444,0.619,0,0.381
"74918341010538_ereg_211",-0.731,-0.97,0.43,-0.956,-0.681,-0.485,0.387,0,0.613
"74918444010538_ereg_211",0.361,0.289,0.278,0.037,0.074,0.341,1,0,0
"74918632010538_ereg_211",0.737,0.354,0.299,0.231,0.213,0.165,1,0,0
"74919077010538_ereg_211",-0.036,0.159,0.369,-0.051,0.447,0.173,0.973,0,0.027
"74919203010538_ereg_221",0.645,0.398,0.257,0.223,0.358,0.149,1,0,0
"74919360010538_ereg_221",-0.473,0.521,0.305,0.396,0.462,0.503,1,0,0
"74919468010538_ereg_M211",0.226,-0.503,0.674,-0.502,-0.694,-0.346,0.526,0,0.474
"74919561010538_ereg_221",-0.093,-0.692,1.031,-0.141,0.203,-0.413,0.604,0,0.396
"74919873010538_ereg_M211",-0.075,0.129,0.172,-0.067,0.132,0.455,1,0,0
"74920250010538_ereg_221",1.261,1.038,0.247,0.419,-0.546,0.853,1,0,0
"74920338010538_ereg_221",1.135,0.597,0.175,0.048,-0.584,0.226,1,0,0
"74920393010538_ereg_211",-0.066,0.065,0.17,0.067,0.231,0.061,1,0,0
"74920630010538_ereg_211",-0.29,-0.107,0.118,0.124,0.456,-0.17,1,0,0
"74921401010538_ereg_M211",-0.678,-0.848,-0.408,-0.75,-0.28,-0.505,0.52,0,0.48
"74921512010538_ereg_211",0.155,0.059,0.244,0.426,0.451,0.961,1,0,0
"74921625010538_ereg_M211",0.301,0.481,0.479,0.253,0.181,1.168,1,0,0
"74921690010538_ereg_M211",0.078,-0.387,-0.105,0.597,1.689,-0.048,1,0,0
"74921835010538_ereg_M211",-0.127,0.462,0.55,0.175,0.774,0.402,1,0,0
"74922010010538_ereg_211",-0.442,-0.756,0.758,0.105,0.717,-0.55,0.756,0,0.244
"74922060010538_ereg_211",-0.554,-0.445,0.254,-0.188,0.408,-0.33,0.727,0,0.273
"74922302010538_ereg_M211",0.217,0.438,0.243,0.395,0.073,1.653,1,0,0
"74922399010538_ereg_211",0,0,0,0,0,0,1,0,0
"74922872010538_ereg_211",-0.653,-0.892,0.228,-0.376,-0.127,-0.75,0.471,0,0.529
"74923193010538_ereg_211",-0.279,-0.343,-0.398,-0.085,0.09,0.139,1,0,0
"74923534010538_ereg_M211",0.248,0.176,0.037,0.302,-0.283,1.863,0.906,0,0.094
"74923807010538_ereg_M211",-0.352,-0.63,0.315,-0.235,-0.093,0.084,0.796,0,0.204
"74924114010538_ereg_211",-0.893,-0.701,-0.473,0.213,0.285,0.086,1,0,0
"74924279010538_ereg_211",-1.279,-0.688,-1.238,0.59,0.966,0.371,0.982,0,0.018
"74924423010538_ereg_211",-0.123,0.216,0.348,0.036,0.275,0.473,1,0,0
"74924544010538_ereg_M211",0.154,0.076,-0.138,0.172,-0.258,1.465,1,0,0
"74924747010538_ereg_211",-0.673,-0.878,0.292,-0.86,-0.55,-0.483,0.483,0,0.517
"74925691010538_ereg_M211",-0.506,-0.696,-0.002,-0.49,0.054,-0.352,0.625,0,0.375
"74927302010538_ereg_211",-0.225,-1.267,1.685,-0.67,-0.679,-0.614,0.331,0,0.669
"74927435010538_ereg_211",-0.61,-0.559,0.396,-0.531,-0.27,-0.176,0.565,0,0.435
"74927828010538_ereg_211",-0.101,-0.001,0.549,-0.079,0.382,0.138,0.873,0,0.127
"74927961010538_ereg_211",0.267,0.334,0.395,0.311,0.452,0.965,1,0,0
"74928081010538_ereg_211",-0.009,0.079,0.116,0.132,0.476,-0.01,1,0,0
"74928111010538_ereg_211",-0.003,0.194,0.454,0.306,0.665,0.487,1,0,0
"74928265010538_ereg_211",0.11,0.317,0.749,0.17,0.605,0.42,0.976,0,0.024
"74928372010538_ereg_211",-0.023,0.065,0.108,0.123,0.445,-0.017,1,0,0
"74929117010538_ereg_211",0.813,0.315,0.432,-0.056,-0.512,0.1,0.83,0,0.17
"74929413010538_ereg_211",-0.055,-0.103,-0.023,-0.096,-0.24,0.792,0.92,0,0.08
"74929696010538_ereg_221",1.014,0.747,0.467,-0.476,-0.827,-0.185,0.939,0,0.061
"74929763010538_ereg_221",-0.21,-0.49,1.259,-1.359,-1.287,-1.432,0.009,0,0.991
"74930475010538_ereg_211",0.249,0.011,0.007,-0.006,-0.313,0.863,0.935,0,0.065
"74930582010538_ereg_M211",1.355,0.676,0.109,0.302,-0.566,0.473,1,0,0
"74930800010538_ereg_221",-0.23,-0.247,-0.408,-0.388,-0.191,0.064,1,0,0
"74931742010538_ereg_211",0.443,0.304,0.311,0.223,0.167,0.062,1,0,0
"74932025010538_ereg_M211",-0.303,-0.377,1.018,-0.176,-0.115,0.266,0.634,0,0.366
"74932136010538_ereg_M211",-0.881,-0.57,-0.094,0.605,0.612,0.471,0.994,0,0.006
"74932281010538_ereg_M211",-0.706,-0.818,0.361,0.155,-0.123,0.178,0.775,0,0.225
"74932424010538_ereg_M211",0.777,0.273,0.701,0.122,-0.114,0.097,0.761,0,0.239
"74932525010538_ereg_M211",-0.178,0.328,0.525,0.297,0.701,0.686,1,0,0
"74932972010538_ereg_M211",-0.472,-1.273,1.666,-0.68,-0.594,-0.513,0.286,0,0.714
"74933118010538_ereg_M211",-1.12,-0.838,-0.283,-0.734,-0.5,-0.276,0.453,0,0.547
"74933358010538_ereg_M211",-0.75,-0.927,1.041,-0.479,-0.391,-0.21,0.445,0,0.555
"74933507010538_ereg_M211",0.085,0.493,0.605,0.142,0.526,0.55,1,0,0
"74933588010538_ereg_M211",-1.247,-0.342,-0.291,0.422,0.29,0.665,1,0,0
"74933699010538_ereg_M211",-0.533,0.36,0.263,0.101,0.553,0.574,0.939,0,0.061
"74933857010538_ereg_M211",-0.568,0.433,0.163,0.289,0.529,1.128,0.983,0,0.017
"74933968010538_ereg_M211",-0.883,-0.375,-0.17,-0.426,-0.065,0.188,0.691,0,0.309
"74934296010538_ereg_M211",-0.326,0.486,0.406,0.18,0.562,0.717,1,0,0
"74934415010538_ereg_M211",0.009,0.426,0.191,0.385,0.162,1.607,0.99,0,0.01
"74934520010538_ereg_M211",-0.838,-1.404,-0.588,-1.318,-0.847,-1.309,0.069,0,0.931
"74934737010538_ereg_M211",-0.614,0.263,0.253,0.153,0.26,0.76,0.982,0,0.018
"74934847010538_ereg_M211",-0.255,0.475,0.277,0.302,0.424,1.182,1,0,0
"74934948010538_ereg_M211",-0.274,0.33,-0.031,0.419,0.14,1.811,0.958,0,0.042
"74935121010538_ereg_M211",-1.174,-0.048,-0.121,-0.096,0.335,0.723,0.773,0,0.227
"74935554010538_ereg_M211",-0.699,-1.067,-0.176,-0.958,-0.357,-0.665,0.413,0,0.587
"74935695010538_ereg_M211",-0.783,-1.145,0.818,-1.009,-0.717,-0.668,0.27,0,0.73
"74935812010538_ereg_M211",-0.28,-0.136,-0.258,-0.129,-0.099,0.621,1,0,0
"74936074010538_ereg_M211",-0.972,-1.474,-0.415,-1.331,-0.894,-1.102,0,0,1
"74936389010538_ereg_M211",-0.165,-0.388,-0.261,-0.124,0.338,0.032,0.992,0,0.008
"74936500010538_ereg_M211",-0.281,-0.507,-0.378,-0.076,0.241,0.112,1,0,0
"74937217010538_ereg_M211",-0.584,-0.916,-0.106,-0.906,-0.56,-0.776,0.399,0,0.601
"74937436010538_ereg_M211",0.321,0.487,0.47,0.274,0.162,1.253,1,0,0
"74937544010538_ereg_M211",-0.285,-0.117,-0.218,0.086,0.29,0.633,0.973,0,0.027
"74937809010538_ereg_M211",-1.798,-1.605,-0.599,1.065,0.395,0.417,1,0,0
"74937835010538_ereg_211",-0.772,-0.314,0.197,-0.262,0.06,0.254,0.681,0,0.319
"74938005010538_ereg_M211",-0.903,-0.902,-0.263,0.46,0.547,0.146,0.944,0,0.056
"74938200010538_ereg_211",-0.556,-0.622,0.562,-0.52,-0.278,0.201,0.441,0,0.559
"74938469010538_ereg_211",-0.249,-0.372,-0.089,-0.086,0.376,0.04,0.933,0,0.067
"74938606010538_ereg_M211",-0.61,-0.686,-0.172,-0.682,-0.396,-0.188,0.693,0,0.307
"74938773010538_ereg_M211",-0.277,0.449,0.235,0.317,0.394,1.258,0.991,0,0.009
"74939344010538_ereg_211",-0.194,0.513,0.542,0.148,0.637,0.549,1,0,0
"74939443010538_ereg_211",0.023,0.091,0.3,0.574,1.832,-0.087,1,0,0
"74939498010538_ereg_221",0.014,-0.277,1.056,-0.312,-0.183,-0.249,0.503,0,0.497
"74939895010538_ereg_211",0.322,0.176,0.222,0.163,0.447,0.148,1,0,0
"74940454010538_ereg_211",0.039,-0.25,0.159,0.368,0.55,0.735,1,0,0
"74941545010538_ereg_211",-0.927,-0.824,0.398,-0.723,-0.511,-0.44,0.42,0,0.58
"74942331010538_ereg_211",0.068,0.471,0.672,0.129,0.758,0.239,1,0,0
"74942422010538_ereg_211",-0.594,-0.846,0.348,-0.564,-0.059,-0.377,0.509,0,0.491
"74942577010538_ereg_211",-0.784,-0.693,-0.052,0.568,0.52,0.241,1,0,0
"74942876010538_ereg_211",0.253,-0.036,0.374,0.232,0.275,0.395,0.903,0,0.097
"74943126010538_ereg_211",-0.064,-0.037,0.444,0.293,1.343,-0.122,0.886,0,0.114
"74943388010538_ereg_222",-0.447,-0.641,0.084,0.143,0.338,0.073,0.9,0,0.1
"74943560010538_ereg_222",-0.262,-0.321,-0.06,0.017,0.319,0.068,1,0,0
"74943875010538_ereg_222",0.141,0.55,0.78,0.053,0.519,0.341,1,0,0
"74943973010538_ereg_221",-0.925,-0.425,0.46,-0.443,-0.041,0.129,0.529,0,0.471
"74944429010538_ereg_221",-0.047,-0.26,-0.172,-0.001,0.45,0.019,1,0,0
"74944651010538_ereg_221",0.635,0.681,0.188,0.08,0.143,0.013,1,0,0
"74944840010538_ereg_222",-0.115,-0.177,-0.184,-0.178,-0.139,0.035,1,0,0
"74945063010538_ereg_222",-0.064,-0.961,0.949,0.714,0.322,0.131,1,0,0
"74945152010538_ereg_221",-0.001,0.477,0.6,0.17,0.819,0.327,1,0,0
"74945254010538_ereg_211",-0.427,-0.68,0.86,-0.5,-0.053,-0.359,0.514,0,0.486
"74946072010538_ereg_211",1.039,0.365,0.155,0.047,-0.264,0.075,1,0,0
"74946379010538_ereg_211",-0.114,0.001,0.077,-0.233,0.047,0.219,1,0,0
"74947325010538_ereg_211",-0.375,-0.332,-0.229,-0.359,-0.162,0.136,0.928,0,0.072
"74947675010538_ereg_M211",-0.879,-1.211,-0.681,-1.039,-0.711,-1.017,0.199,0,0.801
"74947882010538_ereg_M211",-0.667,-0.457,0.396,-0.594,-0.196,-0.171,0.548,0,0.452
"74948113010538_ereg_M211",-0.411,-1.518,1.994,-0.949,-0.846,-1.128,0.052,0,0.948
"74948429010538_ereg_M211",-0.437,-0.469,0.665,-0.518,-0.231,-0.06,0.512,0,0.488
"74948557010538_ereg_M211",-0.538,-1.136,0.672,-0.664,-0.171,-0.734,0.336,0,0.664
"74948989010538_ereg_M211",-0.752,-0.783,0.7,-0.763,-0.433,-0.394,0.344,0,0.656
"74949378010538_ereg_221",-0.506,-0.873,0.001,-0.646,-0.326,-1.047,0.177,0,0.823
"74949549010538_ereg_211",-0.005,0.046,0.067,0.077,0.275,-0.006,1,0,0
"74950316010538_ereg_211",-0.035,-0.254,-0.042,0.053,0.288,0.1,1,0,0
"74950412010538_ereg_211",0.132,0.351,0.517,0.118,0.65,0.211,1,0,0
