"temp","prec","therm","deficit","moisture"
"53927158010538_ereg_211",-7.54,958.46,784.037,1224.082,0.107
"53927352010538_ereg_M211",-6.463,1114.927,881.475,860.122,0.162
"53928445010538_ereg_221",-5.342,1048.907,1346.907,750.942,0.008
"53928563010538_ereg_M211",-3.505,1203.052,1151.861,664.821,0.107
"53928737010538_ereg_M211",-5.305,1288.729,1524.705,341.902,0.097
"53928833010538_ereg_211",-4.407,1145.442,1698.107,317.736,-0.08
"53929388010538_ereg_211",-4.565,1104.375,1388.549,625.513,0
"53929606010538_ereg_211",-2.305,1104.823,1366.55,630.451,0
"53929673010538_ereg_211",-3.645,1187.737,1668.034,308.75,0.094
"53929781010538_ereg_211",-3.648,1139.715,1336.74,589.593,-0.325
"53930116010538_ereg_211",-1.525,1101.47,1727.996,298.101,-0.018
"53930245010538_ereg_211",-3.357,1120.874,1687.072,286.221,-0.002
"53930367010538_ereg_211",-3.93,1226.643,1636.064,289.953,-0.08
"53930469010538_ereg_211",-3.12,1071.735,1449.991,605.077,0.203
"53930820010538_ereg_211",-2.668,1229.664,1633.385,346.74,-0.166
"53930893010538_ereg_211",-2.902,1204.802,1816.974,288.169,-0.056
"53931013010538_ereg_211",-2.598,1147.114,1647.406,295.123,0.266
"53931192010538_ereg_221",0.045,1164.262,1108.07,1069.458,-0.461
"53931313010538_ereg_221",-0.553,1199.239,1524.019,599.329,0.019
"53931420010538_ereg_221",-2.203,1166.085,1546.923,612.31,0.283
"53931506010538_ereg_221",-0.805,1280.591,1301.62,918.33,0.062
"53931776010538_ereg_221",-1.19,1186.961,1545.648,613.807,-0.305
"53932032010538_ereg_221",-0.86,1161.28,1592.197,641.27,-0.064
"53932222010538_ereg_221",0.078,1162.518,1617.615,618.472,0.338
"53932322010538_ereg_221",-0.935,1222.722,1312.982,939.681,0.71
"53932430010538_ereg_222",-4.407,1254.269,1387.456,642.027,0
"53932482010538_ereg_222",-4.223,1141.191,1457.61,648.652,0.185
"53932771010538_ereg_222",-3.665,1061.859,1435.638,643.727,-0.041
"53932883010538_ereg_222",-3.96,1198.518,1373.258,646.786,0.146
"53933136010538_ereg_M211",-7.985,1067.314,851.779,1000.981,0.082
"53933262010538_ereg_M211",-5.547,1084.557,1088.467,666.65,-0.246
"53933405010538_ereg_M211",-3.582,926.502,606.252,1312.85,0.201
"53933653010538_ereg_M211",-3.727,1132.745,1107.427,638.28,0.317
"53934343010538_ereg_M211",-7.46,1111.551,795.864,993.062,0.018
"53934499010538_ereg_M211",-4.748,1123.813,1262.304,530.175,0.227
"53934725010538_ereg_M211",-7.73,1298.666,1545.313,0,-0.158
"53935058010538_ereg_M211",-5.372,1089.245,810.014,1045.792,-0.209
"53935234010538_ereg_M211",-5.983,1134.558,1295.595,268.988,0.08
"53935328010538_ereg_M211",-6.12,1117.485,1339.036,286.365,-0.395
"53935472010538_ereg_M211",-5.725,1109.224,845.015,954.176,0.125
"53935606010538_ereg_M211",-3.607,959.209,926.891,969.017,0.045
"53935923010538_ereg_M211",-6.473,1189.915,1062.337,539.154,-0.601
"53936100010538_ereg_M211",-5.975,1271.949,1094.855,620.003,0.203
"53936249010538_ereg_M211",-7.07,1315.687,1420.879,0,-0.401
"53936402010538_ereg_M211",-7.735,1308.142,1029.006,592.411,-0.023
"53936868010538_ereg_M211",-7.58,1179.108,1318.054,287.341,-0.346
"53937222010538_ereg_M211",-6.58,1124.712,1105.694,496.255,0.198
"53937325010538_ereg_M211",-4.043,1088.82,1061.496,507.415,0.546
"53937429010538_ereg_M211",-8.605,1069.534,1217.148,512.015,-0.269
"53937529010538_ereg_M211",-4.495,1065.24,893.808,904.415,-0.241
"53937650010538_ereg_M211",-8.465,1089.242,1493.276,0,0.085
"53937752010538_ereg_M211",-5.635,1149.755,1355.487,228.762,0
"53937973010538_ereg_M211",-8.373,1185.539,1209.576,245.979,-0.242
"53938112010538_ereg_M211",-8.092,1096.37,873.677,944.204,-0.018
"53938170010538_ereg_211",-7.295,949.722,513.845,1480.318,-0.166
"53938583010538_ereg_M211",-8.103,1094.868,1303.955,576.533,-0.131
"53939005010538_ereg_211",-7.272,945.088,634.929,1194.147,-0.117
"53939497010538_ereg_211",-5.207,1018.11,1269.919,729.416,0.221
"53939656010538_ereg_211",-5.863,1111.137,1223.885,705.136,0.289
"53940237010538_ereg_211",-1.732,1080.109,1662.331,350.491,0.488
"53940370010538_ereg_211",-3.095,943.811,1168.235,897.285,0.015
"53940657010538_ereg_211",-3.76,873.189,1168.928,879.605,-0.091
"53940744010538_ereg_211",-2.373,966.229,1644.716,319.74,0.159
"53942504010538_ereg_211",-2.22,1077.967,1759.608,326.502,0.307
"53942820010538_ereg_211",-3.225,1091.815,1559.389,292.534,-0.287
"53943421010538_ereg_211",-3.53,1216.447,1630.343,292.73,0.418
"53943696010538_ereg_211",-3.485,1135.432,1637.337,317.076,0
"53943811010538_ereg_211",-1.18,1019.257,1676.001,321.461,0.366
"53943993010538_ereg_211",-1.148,1078.875,1681.552,329.491,0.194
"53944164010538_ereg_211",-4.127,1170.625,1578.108,318.312,0.221
"53944425010538_ereg_211",1.758,1113.668,1602.255,295.483,0.504
"53944468010538_ereg_211",-1.275,1154.801,1631.308,296.173,0.126
"53944545010538_ereg_211",-4.08,1117.35,1740.502,312.231,0.171
"53944677010538_ereg_211",-3.357,1162.42,1411.289,633.685,0.217
"53946380010538_ereg_211",-0.002,991.736,1788.225,326.008,-0.287
"53946949010538_ereg_211",-4.752,1104.371,682.444,1257.162,0.059
"53947604010538_ereg_211",-6.428,1111.462,942.378,985.66,-0.202
"53947706010538_ereg_211",-5.878,1065.239,699.616,1354.622,-0.61
"53947837010538_ereg_211",-4.377,1065.603,1005.466,935.205,-0.181
"53948089010538_ereg_211",-6.68,926.969,889.254,1082.121,0.29
"53948365010538_ereg_211",-7.515,855.432,672.818,1313.263,0.13
"53948400010538_ereg_211",-6.977,870.603,234.514,1861.493,0.149
"53948549010538_ereg_211",-6.215,860.046,522.732,1408.123,-0.155
"53949101010538_ereg_M211",-6.093,975.802,522.291,1389.167,0.142
"53949286010538_ereg_M211",-7.417,1017.272,873.374,947.859,0.133
"53949421010538_ereg_211",-8.988,954.658,545.533,1531.252,-0.251
"53950336010538_ereg_221",-2.57,1151.951,1060.066,960.734,0.315
"53950547010538_ereg_221",-2.565,1127.5,1453.954,621.363,-0.009
"53950682010538_ereg_211",-3.683,1062.291,719.823,1300.029,-0.133
"53950778010538_ereg_211",-4.52,1104.496,1138.626,889.559,-0.074
"53950830010538_ereg_211",-2.512,1140.912,951.521,992.04,0.21
"53951108010538_ereg_M211",-9.78,1167.528,1229.006,620.9,-0.082
"53951268010538_ereg_M211",-5.823,1143.125,1376.399,238.743,0.029
"53951559010538_ereg_M211",-8.762,1072.445,735.235,917.834,-0.23
"53952117010538_ereg_M211",-4.025,1023.726,1135.73,529.834,-0.021
"53952187010538_ereg_M211",-6.545,1228.569,1214.445,217.23,-0.339
"53952407010538_ereg_M211",-5.995,1101.07,1118.093,649.37,0.386
"53952633010538_ereg_M211",-9.99,1136.887,1633.159,0,-0.2
"53952720010538_ereg_M211",-8.648,1075.052,807.825,927.296,0.13
"53952803010538_ereg_M211",-8.585,1094.928,1064.243,634.682,-0.022
"53953106010538_ereg_M211",-6.213,1091.98,1043.788,620.231,-0.473
"53953325010538_ereg_211",-5.975,1085.18,1627.734,344.071,0
"53953363010538_ereg_211",-6.442,1166.842,1443.06,328.914,0
"53953784010538_ereg_M211",-8.075,1405.361,1359.824,274.79,-0.125
"53953992010538_ereg_211",-5.725,1186.502,1499.608,354.083,-0.213
"53954161010538_ereg_222",-2.935,940.413,1157.715,1056.567,-0.27
"53954185010538_ereg_222",-1.71,930.473,1530.725,675.848,0.335
"53954373010538_ereg_222",-2.822,862.444,666.062,1552.11,-0.025
"53954486010538_ereg_222",-0.838,941.067,1409.732,668.332,0.585
"53954553010538_ereg_211",-4.465,1268.612,1230.445,524.135,-0.04
"53954742010538_ereg_211",-3.178,1068.778,1295.005,728.988,-0.095
"53954907010538_ereg_211",-1.745,1176.815,1361.831,546.383,0.184
"53955220010538_ereg_211",-1.51,1257.445,1284.978,513.699,-0.431
"53955407010538_ereg_211",-0.463,1405.538,1398.364,547.223,0.502
"53955525010538_ereg_211",-2.855,1244.802,1315.389,558.93,0.03
"53955639010538_ereg_211",-3.532,1130.695,1458.971,550.037,-0.405
"53955753010538_ereg_211",-3.11,1114.894,1595.648,306.583,0.105
"53955900010538_ereg_M211",-6.175,1226.508,1180.933,511.026,-0.151
"53956017010538_ereg_M211",-3.595,1319.932,1418.233,310.352,0.519
"53956132010538_ereg_M211",-6.473,1193.807,974.376,632.278,0.07
"53956402010538_ereg_M211",-7.065,1186.348,1337.902,316.814,-0.184
"53956504010538_ereg_M211",-4.322,1192.625,1418.452,319.771,0.218
"53956609010538_ereg_M211",0.65,1277.193,1389.144,310.972,-0.349
"53956700010538_ereg_M211",-6.122,1240.132,1425.953,333.922,-0.081
"53956789010538_ereg_M211",-8.445,1554.738,1258.833,300.685,0.182
"53956907010538_ereg_M211",-6.587,1329.958,1350.584,323.637,0
"53956994010538_ereg_M211",-7.197,1338.773,1408.223,296.749,-0.433
"53957110010538_ereg_M211",-6.893,1456.769,1284.244,301.14,0
"53957325010538_ereg_211",-3.03,1066.974,1301.056,679.397,-0.018
"53957459010538_ereg_211",-5.488,1074.96,1384.232,577.257,-0.43
"53957771010538_ereg_211",-5.652,1069.753,1244.648,712.6,-0.214
"53957816010538_ereg_211",-4.473,1047.757,1602.53,320.647,-0.098
"53958141010538_ereg_211",-1.77,974.497,1605.987,305.13,0.382
"53958445010538_ereg_211",1.89,943.936,1660.454,299.27,0.263
"53958586010538_ereg_222",0.852,823.385,1307.087,1083.866,0
"53958949010538_ereg_211",-2.59,967.224,1425.945,539.961,0.261
"53959059010538_ereg_211",-3.682,893.179,822.622,1208.463,0.217
"53959227010538_ereg_211",-5.058,891.977,761.475,1171.068,-0.23
"53959415010538_ereg_211",-0.377,915.996,1340.829,811.878,-0.002
"53960048010538_ereg_211",1.418,920.841,1648.173,306.074,-0.287
"53960156010538_ereg_211",-2.553,814.668,1694.372,319.411,0
"53960247010538_ereg_211",-1.522,930.162,936.578,1208.303,-0.33
"53960746010538_ereg_211",-5.203,865.717,1062.784,894.205,0.305
"53960952010538_ereg_211",-2.355,1002.637,1649.467,320.808,0.121
"53961379010538_ereg_221",3.543,1238.984,1667.433,655.629,0.654
"53961592010538_ereg_221",2.95,1186.896,720.042,1600.86,0.141
"53961743010538_ereg_221",3.505,1261.212,828.622,1741.805,0.008
"53961809010538_ereg_221",3.828,1222.633,829.742,1796.763,0
"53961950010538_ereg_221",3.41,1219.338,1270.194,1046.787,0
"53962134010538_ereg_221",-1.383,1187.985,1288.086,929.38,0.25
"53962580010538_ereg_211",-0.925,1294.503,1536.386,599.049,0.029
"53962737010538_ereg_211",-2.617,1309.944,1389.249,532.731,0.397
"53962902010538_ereg_211",-2.547,1266.589,1149.978,875.159,-0.449
"53963175010538_ereg_211",-4.02,1308.145,1321.82,562.868,0.149
"53964030010538_ereg_211",-3.248,1020.709,1713.294,313.1,-0.217
"53964163010538_ereg_211",-2.42,1041.476,1666.68,311.816,0.646
"53964317010538_ereg_222",-0.418,958.166,1758.902,319.296,0.265
"53964614010538_ereg_221",-0.265,1232.588,1513.938,604.372,-0.291
"53964783010538_ereg_221",-1.09,1272.31,1516.218,620.708,0.312
"53964952010538_ereg_211",0.428,1345.534,1462.573,582.979,0.253
"53965205010538_ereg_211",-1.213,1409.619,1402.502,564.751,0.352
"53965326010538_ereg_211",-0.69,1349.674,1497.437,593.405,0.373
"53965567010538_ereg_221",-1.68,1165.781,1545.932,654.859,0.368
"53965668010538_ereg_211",-1.568,1257.297,1392.751,593.81,0.573
"53965906010538_ereg_211",-4.113,1569.91,1712.224,0,-0.12
"53965995010538_ereg_211",-2.308,1255.8,1366.737,581.198,0.283
"53966103010538_ereg_211",-4.91,1514.709,1544.792,217.691,-0.194
"53966318010538_ereg_M211",-5.737,1098.467,1123.685,716.624,0.144
"53966541010538_ereg_M211",-7.55,1191.798,1394.809,315.487,0.11
"53966622010538_ereg_M211",-4.23,1087.817,1503.183,322.859,0.24
"53966913010538_ereg_M211",-5.457,1314.124,1444.118,343.154,0.497
"53967253010538_ereg_M211",-4.617,1209.049,1438.196,330.565,-0.216
"53967338010538_ereg_M211",-6.757,1366.158,1317.505,300.329,0.106
"53967425010538_ereg_M211",-3.69,1217.915,1327.001,310.216,-0.417
"53967526010538_ereg_M211",-6.63,1330.423,1412.59,321.302,-0.006
"53967656010538_ereg_M211",-5.152,1204.069,1393.474,315.877,0.218
"53968275010538_ereg_221",-3.35,1016.47,1290.764,668.042,0.278
"53968631010538_ereg_221",-4.982,1040.557,1406.72,739.946,-0.339
"53968852010538_ereg_222",-2.633,952.539,1214.731,951.526,0.542
"53969211010538_ereg_221",2.98,1277.979,1233.053,1292.358,-0.126
"53969287010538_ereg_221",3.2,1267.999,1124.569,1304.018,0.211
"53969465010538_ereg_221",3.51,1206.557,889.676,1809.59,0.113
"53969788010538_ereg_221",2.85,1243.084,1474.537,861.377,0.448
"53970136010538_ereg_222",-1.752,1154.991,1410.574,635.707,-0.056
"53970457010538_ereg_211",-0.905,1149.822,1481.685,621.294,0.134
"54827029010661_ereg_212",-1.623,742.716,224.159,1787.503,0.416
"54829678010661_ereg_212",-4.773,752.907,55.79,2062.414,0.043
"54830646010661_ereg_212",-4.88,762.653,458.002,1199.446,0
"54832986010661_ereg_212",-4.55,756.099,241.545,1817.387,0.176
"54834382010661_ereg_212",-6.743,766.442,529.92,1530.079,-0.286
"54842591010661_ereg_212",-5.055,752.024,48.98,2146.281,0.245
"54843696010661_ereg_212",-3.11,738.84,390.02,1473.99,-0.025
"54849005010661_ereg_212",-5.067,824.608,500.512,1245.531,-0.171
"54852349010661_ereg_212",-2.69,855.628,521.291,828.79,0
"54858218010661_ereg_212",-5.35,837.296,526.957,1262.603,0
"54861242010661_ereg_212",-7.055,826.828,522.108,1289.343,-0.171
"54865999010661_ereg_212",-6.8,830.409,549.122,1351.094,0.32
"54867122010661_ereg_212",-6.06,823.712,550.316,1356.034,-0.115
"54868460010661_ereg_212",-6.442,857.738,532.802,1318.95,0
"54875458010661_ereg_212",-3.912,837.432,533.729,1237.615,0
"54879938010661_ereg_222",-0.693,976.839,450.844,1872.707,0
"54890156010661_ereg_212",-5.638,740.521,220.76,1814.156,-0.584
"54894856010478_ereg_232",12.657,1417.596,2547.161,584.606,-0.515
"54896256010478_ereg_232",12.725,1353.981,2170.519,956.382,0.094
"54896905010478_ereg_231",10.467,1131.692,2189.111,749.817,0.082
"54897377010478_ereg_232",11.355,1209.195,1700.783,1406.778,0.501
"54897826010478_ereg_232",11.537,1292.471,2115.177,1009.159,-0.523
"54899097010478_ereg_231",11.652,1158.654,2724.428,198.737,-0.112
"54899247010478_ereg_231",12.275,1133.492,2177.218,800.288,-0.008
"54900215010478_ereg_232",12.915,1182.737,1186.292,2128.015,0.729
"54900823010478_ereg_232",12.49,1192.022,1177.32,2076.859,0.415
"54903053010478_ereg_231",10.402,1130.142,2337.305,608.754,-0.128
"54903207010661_ereg_212",-3.933,858.342,395.597,1571.578,-0.273
"54904072010478_ereg_231",11.572,1114.724,1906.678,1104.537,-0.015
"54904902010478_ereg_232",12.22,1188.508,1554.435,1635.01,0.067
"54904987010661_ereg_212",-4.308,798.425,383.414,1646.932,0.427
"54905090010478_ereg_232",12.555,1223.918,1571.831,1651.681,1
"54905698010478_ereg_232",11.85,1187.413,2212.05,916.495,-0.665
"54906627010478_ereg_231",12.552,1154.425,2024.869,1168.955,0.19
"54906991010661_ereg_212",-0.9,754.179,156.307,997.755,0.512
"54907112010478_ereg_231",10.285,1183.669,2247.353,583.917,-0.209
"54907871010478_ereg_231",11.242,1225.345,2739.581,214.826,0.869
"54908567010478_ereg_M221",7.093,1502.515,2268.518,0,0.753
"54908940010478_ereg_M221",7.105,1560.622,2126.234,173.988,-0.062
"54909186010478_ereg_M221",5.813,1601.396,1981.156,176.252,0.142
"54909241010478_ereg_M221",7.025,1608.937,2077.407,177.726,0
"54909687010478_ereg_M221",9.65,2110.604,2519.513,0,0.037
"54910471010478_ereg_231",12.918,1152.78,1247.494,1946.489,0.001
"54911896010478_ereg_231",11.357,1143.208,1448.06,1727.415,0
"54914284010478_ereg_M221",4.712,1641.123,2118.563,0,0
"54914361010478_ereg_M221",8.675,1270.429,2605.597,0,0.197
"54914940010478_ereg_232",11.932,1190.141,1496.946,1688.561,0.239
"54915209010478_ereg_231",9.69,1284.91,2337.175,502.19,0.151
"54915549010478_ereg_231",9.883,1385.58,2773.329,0,0.599
"54915623010478_ereg_M221",9.43,1296.969,2505.074,197.672,-1
"54915892010478_ereg_231",9.767,1284.065,2629.642,0,0.614
"54915901010661_ereg_212",-1.287,768.452,400.639,1784.03,-0.491
"54916085010478_ereg_231",10.407,1262.879,2344.894,487.688,-0.843
"54917174010478_ereg_231",11.08,1166.274,1726.348,1308.829,-0.459
"54917474010478_ereg_M221",7.377,1163.559,2388.497,0,-1
"54918576010478_ereg_231",10.348,1138.271,1783.417,1137.629,0.873
"54919659010661_ereg_212",-2.64,776.936,634.004,1185.343,0
"54920930010478_ereg_M221",8.177,1429.244,2353.813,189.639,-0.423
"54921015010478_ereg_M221",7.08,1624.483,2126.17,183.079,0
"54921949010478_ereg_231",10.657,1107.128,1787.837,1144.835,0.104
"54923141010478_ereg_231",9.827,1142.989,1762.863,1180.085,-0.082
"54923753010661_ereg_212",-4.192,826.769,571.351,1272.839,-0.264
"54924187010661_ereg_212",-3.812,804.483,604.658,1292.422,-0.309
"54925569010478_ereg_232",12.005,1160.78,1832.093,1304.24,-0.711
"54926744010478_ereg_M221",11.037,1420.716,1452.806,1402.393,-0.462
"54927122010478_ereg_232",10.258,1210.85,1383.914,1631.814,0.549
"54927281010661_ereg_212",-4.707,910.669,791.722,948.123,-0.008
"54927698010478_ereg_232",12.758,1184.97,1187.238,2112.96,-0.038
"54928086010478_ereg_232",12.055,1167.455,1137.888,2086.065,-0.066
"54928848010478_ereg_232",11.797,1340.279,1136.723,1919.546,0
"54929246010661_ereg_212",-5.547,940.948,750.602,938.465,-0.216
"54929688010478_ereg_231",12.618,1128.774,1866.045,1368.737,-0.725
"54930026010478_ereg_231",12.325,1137.89,1847.291,1365.714,-0.047
"54930106010661_ereg_212",-6.123,867.374,788.342,997.599,-1
"54931077010478_ereg_M221",6.935,1684.229,2211.239,0,0
"54932233010661_ereg_212",-6.945,749.161,586.749,1251.029,0
"54932296010478_ereg_232",11.147,1187.138,2110.644,918.76,0.984
"54934374010661_ereg_212",-6.995,852.129,803.278,968.99,-1
"54935050010478_ereg_231",12.397,1104.828,1954.272,1086.897,-0.027
"54936374010478_ereg_M221",6.627,2226.147,2193.629,0,-0.937
"54936427010478_ereg_M221",7.378,2021.484,2036.917,197.853,0
"54936609010661_ereg_212",-5.73,771.434,417.847,1426.452,0.541
"54937194010478_ereg_M221",8.825,1049.176,2403.988,184.465,0.003
"54937323010478_ereg_M221",6.558,1158.568,2100.345,176.876,0.001
"54938131010478_ereg_232",8.705,1244.055,2124.504,566.327,0
"54939266010478_ereg_M221",8.44,1296.757,2599.554,0,0.545
"54939774010478_ereg_231",11.585,1150.985,2128.254,886.08,0
"54939951010478_ereg_231",11.232,1129.388,2487.007,417.643,0.034
"54940737010478_ereg_231",11.457,1174.044,1103.16,1925.63,-0.377
"54942059010478_ereg_231",9.985,1152.325,1549.966,1319.262,0
"54944837010478_ereg_232",12.025,1407.064,2737.216,365.513,0.047
"54945122010478_ereg_232",11.852,1414.617,2693.507,366.235,0.313
"54945471010478_ereg_232",12.148,1394.692,2534.769,582.695,0.571
"54945721010478_ereg_231",11.085,1171.264,1452.999,1597.934,0.074
"54946946010478_ereg_231",10.832,1137.266,2232.069,756.79,0.157
"54947515010661_ereg_222",0.05,907.544,451.315,1912.422,0
"54947970010478_ereg_231",12.102,1252.297,1781.53,1313.74,0
"54948448010661_ereg_222",3.372,926.488,455.425,1712.049,0
"54949595010478_ereg_M221",6.973,1454.095,2420.933,0,-1
"54949816010478_ereg_M221",4.777,1272.705,2161.367,0,-0.629
"54951291010661_ereg_222",0.595,904.405,435.276,1806.5,1
"54956667010661_ereg_212",-1.58,868.938,320.641,1438.423,0.821
"54957269010478_ereg_M221",6.203,1363.499,2086.979,0,0
"54958306010478_ereg_231",10.375,1189.931,2418.972,504.293,0.23
"54958669010478_ereg_231",10.47,1240.189,2349.576,489.801,0
"54958766010478_ereg_M221",8.925,1392.368,2564.607,0,0.642
"54959842010661_ereg_212",-0.828,853.082,497.663,1632.495,-0.395
"54960223010478_ereg_232",10.802,1437.387,2606.683,397.188,0
"54961498010478_ereg_231",10.68,1117.112,1048.222,1961.27,-0.186
"54961782010478_ereg_231",12.24,1203.175,2488.868,500.78,0.151
"54963149010478_ereg_M221",8.892,1608.423,2459.078,99.44,0.493
"54963324010478_ereg_M221",8.84,1375.275,2061.092,556.133,-0.003
"54963463010478_ereg_M221",8.16,1908.345,1834.286,481.965,-0.003
"54963630010478_ereg_M221",8.907,1415.4,1923.505,694.156,0.343
"54964485010478_ereg_M221",9.59,1634.726,1149.065,1460.044,-0.081
"54964690010478_ereg_M221",7.782,1477.769,1285.945,1145.537,0
"54965243010478_ereg_232",14.575,1281.4,990.513,2471.352,0.943
"54965511010478_ereg_232",13.302,1239.863,884.885,2295.227,0
"54965623010478_ereg_232",12.705,1272.658,1784.596,1275.807,-0.129
"54965872010478_ereg_232",12.79,1327.541,1173.612,1917.575,0.005
"54967153010478_ereg_232",14.277,1307.435,1982.039,1241.573,1
"54968411010478_ereg_232",11.242,1298.866,2112.982,985.076,0
"54968957010661_ereg_222",1.543,922.21,671.775,1818.123,0
"54969442010478_ereg_232",11.09,1179.279,2033.708,966.369,1
"54969975010478_ereg_232",10.613,1260.959,1464.872,1310.814,1
"54970284010478_ereg_232",11.172,1271.16,1234.781,1618.705,0.475
"54971578010661_ereg_222",-0.075,893.662,474.096,1828.556,1
"54972559010478_ereg_232",12.415,1334.221,1915.821,1353.813,0.657
"54973969010478_ereg_232",13.148,1414.436,1163.124,1967.254,0
"54974459010478_ereg_232",14.495,1408.932,1292.975,2157.378,0.677
"54975527010478_ereg_232",12.523,1372.962,1389.79,1865.288,0.53
"54975607010478_ereg_232",13.133,1372.001,1456.018,1740.326,-0.002
"54975858010478_ereg_232",12.12,1373.602,1347.69,1801.637,0
